fy,abbr,state,County,County 2,"County, State",type,count,avgWage,MedianWageByCounty
FY 2026,PA,Pennsylvania,Venango County,Venango,"Venango, PA",Completer Apprentices,0.0,24.53,26.24
FY 2026,PA,Pennsylvania,Erie County,Erie,"Erie, PA",Completer Apprentices,0.0,33.19,33.63
FY 2026,PA,Pennsylvania,Luzerne County,Luzerne,"Luzerne, PA",Completer Apprentices,0.0,37.43,37.3
FY 2026,PA,Pennsylvania,Lehigh County,Lehigh,"Lehigh, PA",Completer Apprentices,0.0,47.65,49.13
FY 2026,PA,Pennsylvania,Cambria County,Cambria,"Cambria, PA",Completer Apprentices,0.0,32.79,16.49
FY 2026,PA,Pennsylvania,Mercer County,Mercer,"Mercer, PA",Completer Apprentices,0.0,24.98,26.1
FY 2026,PA,Pennsylvania,Union County,Union,"Union, PA",Completer Apprentices,0.0,,0.37
FY 2026,PA,Pennsylvania,McKean County,McKean,"McKean, PA",Completer Apprentices,0.0,41.82,21.37
FY 2026,PA,Pennsylvania,Lawrence County,Lawrence,"Lawrence, PA",Completer Apprentices,0.0,49.05,49.05
FY 2026,PA,Pennsylvania,Indiana County,Indiana,"Indiana, PA",Completer Apprentices,0.0,49.65,49.64
FY 2026,PA,Pennsylvania,Wayne County,Wayne,"Wayne, PA",Completer Apprentices,0.0,,0.5
FY 2026,PA,Pennsylvania,Washington County,Washington,"Washington, PA",Completer Apprentices,0.0,39.0,"39,00"
FY 2026,PA,Pennsylvania,Warren County,Warren,"Warren, PA",Completer Apprentices,0.0,29.29,29.29
FY 2026,PA,Pennsylvania,Lackawanna County,Lackawanna,"Lackawanna, PA",Completer Apprentices,0.0,46.52,46.52
FY 2026,PA,Pennsylvania,Crawford County,Crawford,"Crawford, PA",Completer Apprentices,0.0,30.4,30.4
FY 2026,PA,Pennsylvania,Centre County,Centre,"Centre, PA",Completer Apprentices,0.0,17.0,17
FY 2026,PA,Pennsylvania,Armstrong County,Armstrong,"Armstrong, PA",Completer Apprentices,0.0,21.25,21.25
FY 2020,RI,Rhode Island,Providence County,Providence,"Providence, RI",Completer Apprentices,235.0,29.35,29.35
FY 2020,RI,Rhode Island,Kent County,Kent,"Kent, RI",Completer Apprentices,82.0,23.09,20
FY 2020,RI,Rhode Island,Washington County,Washington,"Washington, RI",Completer Apprentices,40.0,23.84,24.5
FY 2020,RI,Rhode Island,Bristol County,Bristol,"Bristol, RI",Completer Apprentices,22.0,22.49,22
FY 2020,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,10.0,23.16,23.13
FY 2021,RI,Rhode Island,Providence County,Providence,"Providence, RI",Completer Apprentices,242.0,28.98,27.71
FY 2021,RI,Rhode Island,Kent County,Kent,"Kent, RI",Completer Apprentices,92.0,23.77,22
FY 2021,RI,Rhode Island,Washington County,Washington,"Washington, RI",Completer Apprentices,48.0,28.87,28.36
FY 2021,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,21.0,25.02,25
FY 2021,RI,Rhode Island,Bristol County,Bristol,"Bristol, RI",Completer Apprentices,15.0,23.53,24
FY 2022,RI,Rhode Island,Providence County,Providence,"Providence, RI",Completer Apprentices,248.0,29.17,26
FY 2022,RI,Rhode Island,Kent County,Kent,"Kent, RI",Completer Apprentices,122.0,22.27,21
FY 2022,RI,Rhode Island,Washington County,Washington,"Washington, RI",Completer Apprentices,36.0,28.35,28.18
FY 2022,RI,Rhode Island,Bristol County,Bristol,"Bristol, RI",Completer Apprentices,16.0,24.56,25.5
FY 2022,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,14.0,26.89,27.25
FY 2023,RI,Rhode Island,Providence County,Providence,"Providence, RI",Completer Apprentices,365.0,32.25,33.93
FY 2023,RI,Rhode Island,Kent County,Kent,"Kent, RI",Completer Apprentices,127.0,26.37,24
FY 2023,RI,Rhode Island,Washington County,Washington,"Washington, RI",Completer Apprentices,27.0,30.0,28.35
FY 2023,RI,Rhode Island,Bristol County,Bristol,"Bristol, RI",Completer Apprentices,20.0,25.84,23.5
FY 2023,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,15.0,26.43,24
FY 2024,RI,Rhode Island,Providence County,Providence,"Providence, RI",Completer Apprentices,265.0,32.8,30
FY 2024,RI,Rhode Island,Kent County,Kent,"Kent, RI",Completer Apprentices,92.0,27.0,24.75
FY 2024,RI,Rhode Island,Washington County,Washington,"Washington, RI",Completer Apprentices,45.0,29.62,29.5
FY 2024,RI,Rhode Island,Bristol County,Bristol,"Bristol, RI",Completer Apprentices,21.0,26.76,28
FY 2024,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,15.0,26.7,26
FY 2025,RI,Rhode Island,Providence County,Providence,"Providence, RI",Completer Apprentices,356.0,33.9,33
FY 2025,RI,Rhode Island,Kent County,Kent,"Kent, RI",Completer Apprentices,86.0,29.28,26
FY 2025,RI,Rhode Island,Washington County,Washington,"Washington, RI",Completer Apprentices,43.0,33.04,31
FY 2025,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,20.0,33.86,28.5
FY 2025,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,19.0,31.86,31
FY 2026,RI,Rhode Island,Providence County,Providence,"Providence, RI",Completer Apprentices,105.0,32.73,28
FY 2026,RI,Rhode Island,Kent County,Kent,"Kent, RI",Completer Apprentices,32.0,31.69,27.5
FY 2026,RI,Rhode Island,Bristol County,Bristol,"Bristol, RI",Completer Apprentices,10.0,31.48,29.5
FY 2026,RI,Rhode Island,Washington County,Washington,"Washington, RI",Completer Apprentices,0.0,28.14,26
FY 2026,RI,Rhode Island,Newport County,Newport,"Newport, RI",Completer Apprentices,0.0,26.6,25
FY 2020,SC,South Carolina,Richland County,Richland,"Richland, SC",Completer Apprentices,366.0,17.45,15.15
FY 2020,SC,South Carolina,Greenville County,Greenville,"Greenville, SC",Completer Apprentices,234.0,20.06,18
FY 2020,SC,South Carolina,Spartanburg County,Spartanburg,"Spartanburg, SC",Completer Apprentices,144.0,16.27,15.25
FY 2020,SC,South Carolina,York County,York,"York, SC",Completer Apprentices,113.0,33.98,35
FY 2020,SC,South Carolina,Oconee County,Oconee,"Oconee, SC",Completer Apprentices,83.0,26.58,30
FY 2020,SC,South Carolina,Charleston County,Charleston,"Charleston, SC",Completer Apprentices,81.0,19.56,11
FY 2020,SC,South Carolina,Sumter County,Sumter,"Sumter, SC",Completer Apprentices,68.0,23.4,24
FY 2020,SC,South Carolina,Anderson County,Anderson,"Anderson, SC",Completer Apprentices,56.0,19.56,19.72
FY 2020,SC,South Carolina,Lexington County,Lexington,"Lexington, SC",Completer Apprentices,47.0,19.4,22
FY 2020,SC,South Carolina,Hampton County,Hampton,"Hampton, SC",Completer Apprentices,40.0,,0.29
FY 2020,SC,South Carolina,Marlboro County,Marlboro,"Marlboro, SC",Completer Apprentices,39.0,29.93,29.89
FY 2020,SC,South Carolina,Laurens County,Laurens,"Laurens, SC",Completer Apprentices,34.0,18.79,18.25
FY 2020,SC,South Carolina,Florence County,Florence,"Florence, SC",Completer Apprentices,34.0,10.32,10.13
FY 2020,SC,South Carolina,Pickens County,Pickens,"Pickens, SC",Completer Apprentices,27.0,21.65,16
FY 2020,SC,South Carolina,Aiken County,Aiken,"Aiken, SC",Completer Apprentices,27.0,23.33,27.85
FY 2020,SC,South Carolina,Berkeley County,Berkeley,"Berkeley, SC",Completer Apprentices,26.0,33.29,0.02
FY 2020,SC,South Carolina,Orangeburg County,Orangeburg,"Orangeburg, SC",Completer Apprentices,18.0,20.33,20.46
FY 2020,SC,South Carolina,Jasper County,Jasper,"Jasper, SC",Completer Apprentices,18.0,22.44,23
FY 2020,SC,South Carolina,Beaufort County,Beaufort,"Beaufort, SC",Completer Apprentices,12.0,14.42,11.25
FY 2020,SC,South Carolina,Barnwell County,Barnwell,"Barnwell, SC",Completer Apprentices,12.0,22.0,22
FY 2020,SC,South Carolina,Fairfield County,Fairfield,"Fairfield, SC",Completer Apprentices,0.0,17.17,18
FY 2020,SC,South Carolina,Edgefield County,Edgefield,"Edgefield, SC",Completer Apprentices,0.0,,7.75
FY 2020,SC,South Carolina,Union County,Union,"Union, SC",Completer Apprentices,0.0,18.0,18
FY 2020,SC,South Carolina,Dorchester County,Dorchester,"Dorchester, SC",Completer Apprentices,0.0,14.99,15.43
FY 2020,SC,South Carolina,Horry County,Horry,"Horry, SC",Completer Apprentices,0.0,13.17,12.5
FY 2020,SC,South Carolina,Williamsburg County,Williamsburg,"Williamsburg, SC",Completer Apprentices,0.0,10.25,5.27
FY 2020,SC,South Carolina,McCormick County,McCormick,"McCormick, SC",Completer Apprentices,0.0,27.12,27.12
FY 2020,SC,South Carolina,Lancaster County,Lancaster,"Lancaster, SC",Completer Apprentices,0.0,,0.03
FY 2020,SC,South Carolina,Georgetown County,Georgetown,"Georgetown, SC",Completer Apprentices,0.0,,0.02
FY 2020,SC,South Carolina,Darlington County,Darlington,"Darlington, SC",Completer Apprentices,0.0,20.0,20
FY 2020,SC,South Carolina,Chesterfield County,Chesterfield,"Chesterfield, SC",Completer Apprentices,0.0,18.71,18.71
FY 2020,SC,South Carolina,Abbeville County,Abbeville,"Abbeville, SC",Completer Apprentices,0.0,19.99,19.99
FY 2021,SC,South Carolina,Richland County,Richland,"Richland, SC",Completer Apprentices,7070.0,24.14,24.46
FY 2021,SC,South Carolina,Greenville County,Greenville,"Greenville, SC",Completer Apprentices,158.0,23.22,23.9
FY 2021,SC,South Carolina,Charleston County,Charleston,"Charleston, SC",Completer Apprentices,135.0,22.24,23
FY 2021,SC,South Carolina,Berkeley County,Berkeley,"Berkeley, SC",Completer Apprentices,117.0,23.22,16.08
FY 2021,SC,South Carolina,Lexington County,Lexington,"Lexington, SC",Completer Apprentices,56.0,16.7,12.55
FY 2021,SC,South Carolina,Kershaw County,Kershaw,"Kershaw, SC",Completer Apprentices,41.0,26.5,26.5
FY 2021,SC,South Carolina,Aiken County,Aiken,"Aiken, SC",Completer Apprentices,39.0,23.4,23.09
FY 2021,SC,South Carolina,Greenwood County,Greenwood,"Greenwood, SC",Completer Apprentices,35.0,12.04,11.51
FY 2021,SC,South Carolina,Florence County,Florence,"Florence, SC",Completer Apprentices,27.0,12.47,11.5
FY 2021,SC,South Carolina,York County,York,"York, SC",Completer Apprentices,24.0,24.62,21.56
FY 2021,SC,South Carolina,Sumter County,Sumter,"Sumter, SC",Completer Apprentices,23.0,28.6,29.94
FY 2021,SC,South Carolina,Oconee County,Oconee,"Oconee, SC",Completer Apprentices,21.0,21.88,21.94
FY 2021,SC,South Carolina,Anderson County,Anderson,"Anderson, SC",Completer Apprentices,19.0,20.98,21.23
FY 2021,SC,South Carolina,Georgetown County,Georgetown,"Georgetown, SC",Completer Apprentices,15.0,24.73,25
FY 2021,SC,South Carolina,Chesterfield County,Chesterfield,"Chesterfield, SC",Completer Apprentices,14.0,19.9,21.1
FY 2021,SC,South Carolina,Laurens County,Laurens,"Laurens, SC",Completer Apprentices,0.0,26.13,27.41
FY 2021,SC,South Carolina,Edgefield County,Edgefield,"Edgefield, SC",Completer Apprentices,0.0,22.17,15.83
FY 2021,SC,South Carolina,Spartanburg County,Spartanburg,"Spartanburg, SC",Completer Apprentices,0.0,21.96,26.4
FY 2021,SC,South Carolina,Orangeburg County,Orangeburg,"Orangeburg, SC",Completer Apprentices,0.0,13.28,11.07
FY 2021,SC,South Carolina,Hampton County,Hampton,"Hampton, SC",Completer Apprentices,0.0,,6
FY 2021,SC,South Carolina,McCormick County,McCormick,"McCormick, SC",Completer Apprentices,0.0,27.71,28.02
FY 2021,SC,South Carolina,Marlboro County,Marlboro,"Marlboro, SC",Completer Apprentices,0.0,29.19,29.89
FY 2021,SC,South Carolina,Lee County,Lee,"Lee, SC",Completer Apprentices,0.0,,0.04
FY 2021,SC,South Carolina,Clarendon County,Clarendon,"Clarendon, SC",Completer Apprentices,0.0,15.0,0.04
FY 2021,SC,South Carolina,Abbeville County,Abbeville,"Abbeville, SC",Completer Apprentices,0.0,16.16,14.5
FY 2021,SC,South Carolina,Union County,Union,"Union, SC",Completer Apprentices,0.0,21.33,21
FY 2021,SC,South Carolina,Horry County,Horry,"Horry, SC",Completer Apprentices,0.0,15.0,15
FY 2021,SC,South Carolina,Fairfield County,Fairfield,"Fairfield, SC",Completer Apprentices,0.0,13.41,13.41
FY 2021,SC,South Carolina,Dorchester County,Dorchester,"Dorchester, SC",Completer Apprentices,0.0,11.0,11
FY 2021,SC,South Carolina,Darlington County,Darlington,"Darlington, SC",Completer Apprentices,0.0,26.58,26.58
FY 2021,SC,South Carolina,Barnwell County,Barnwell,"Barnwell, SC",Completer Apprentices,0.0,11.0,11
FY 2021,SC,South Carolina,Williamsburg County,Williamsburg,"Williamsburg, SC",Completer Apprentices,0.0,,1
FY 2021,SC,South Carolina,Beaufort County,Beaufort,"Beaufort, SC",Completer Apprentices,0.0,58.0,58
FY 2022,SC,South Carolina,Greenville County,Greenville,"Greenville, SC",Completer Apprentices,534.0,29.08,31.54
FY 2022,SC,South Carolina,Richland County,Richland,"Richland, SC",Completer Apprentices,352.0,23.2,18.06
FY 2022,SC,South Carolina,Lexington County,Lexington,"Lexington, SC",Completer Apprentices,159.0,17.88,17
FY 2022,SC,South Carolina,Charleston County,Charleston,"Charleston, SC",Completer Apprentices,138.0,20.93,22
FY 2022,SC,South Carolina,Sumter County,Sumter,"Sumter, SC",Completer Apprentices,134.0,31.26,30
FY 2022,SC,South Carolina,Berkeley County,Berkeley,"Berkeley, SC",Completer Apprentices,90.0,30.2,31.2
FY 2022,SC,South Carolina,Aiken County,Aiken,"Aiken, SC",Completer Apprentices,63.0,20.01,24.33
FY 2022,SC,South Carolina,Anderson County,Anderson,"Anderson, SC",Completer Apprentices,59.0,21.01,21.22
FY 2022,SC,South Carolina,Kershaw County,Kershaw,"Kershaw, SC",Completer Apprentices,47.0,26.06,26.3
FY 2022,SC,South Carolina,Greenwood County,Greenwood,"Greenwood, SC",Completer Apprentices,43.0,19.53,20
FY 2022,SC,South Carolina,Pickens County,Pickens,"Pickens, SC",Completer Apprentices,39.0,17.3,15.5
FY 2022,SC,South Carolina,York County,York,"York, SC",Completer Apprentices,37.0,26.31,24.03
FY 2022,SC,South Carolina,Williamsburg County,Williamsburg,"Williamsburg, SC",Completer Apprentices,28.0,16.92,16
FY 2022,SC,South Carolina,Orangeburg County,Orangeburg,"Orangeburg, SC",Completer Apprentices,25.0,21.27,23.5
FY 2022,SC,South Carolina,Florence County,Florence,"Florence, SC",Completer Apprentices,25.0,14.91,15
FY 2022,SC,South Carolina,Dorchester County,Dorchester,"Dorchester, SC",Completer Apprentices,24.0,28.72,30.98
FY 2022,SC,South Carolina,Horry County,Horry,"Horry, SC",Completer Apprentices,21.0,14.81,14.27
FY 2022,SC,South Carolina,Lee County,Lee,"Lee, SC",Completer Apprentices,18.0,26.91,23
FY 2022,SC,South Carolina,Clarendon County,Clarendon,"Clarendon, SC",Completer Apprentices,18.0,16.19,13
FY 2022,SC,South Carolina,Spartanburg County,Spartanburg,"Spartanburg, SC",Completer Apprentices,15.0,23.46,21
FY 2022,SC,South Carolina,Beaufort County,Beaufort,"Beaufort, SC",Completer Apprentices,14.0,13.59,14
FY 2022,SC,South Carolina,Chesterfield County,Chesterfield,"Chesterfield, SC",Completer Apprentices,12.0,19.17,17.4
FY 2022,SC,South Carolina,Hampton County,Hampton,"Hampton, SC",Completer Apprentices,11.0,,0.4
FY 2022,SC,South Carolina,Jasper County,Jasper,"Jasper, SC",Completer Apprentices,0.0,14.53,5.27
FY 2022,SC,South Carolina,Oconee County,Oconee,"Oconee, SC",Completer Apprentices,0.0,19.13,19.36
FY 2022,SC,South Carolina,Laurens County,Laurens,"Laurens, SC",Completer Apprentices,0.0,26.11,28.99
FY 2022,SC,South Carolina,Barnwell County,Barnwell,"Barnwell, SC",Completer Apprentices,0.0,11.0,11
FY 2022,SC,South Carolina,Darlington County,Darlington,"Darlington, SC",Completer Apprentices,0.0,25.14,23.6
FY 2022,SC,South Carolina,Newberry County,Newberry,"Newberry, SC",Completer Apprentices,0.0,26.05,26.05
FY 2022,SC,South Carolina,Fairfield County,Fairfield,"Fairfield, SC",Completer Apprentices,0.0,17.25,17.25
FY 2022,SC,South Carolina,Cherokee County,Cherokee,"Cherokee, SC",Completer Apprentices,0.0,10.0,10
FY 2022,SC,South Carolina,Abbeville County,Abbeville,"Abbeville, SC",Completer Apprentices,0.0,20.75,20.75
FY 2023,SC,South Carolina,Richland County,Richland,"Richland, SC",Completer Apprentices,981.0,23.79,22.26
FY 2023,SC,South Carolina,Greenville County,Greenville,"Greenville, SC",Completer Apprentices,398.0,22.01,17.25
FY 2023,SC,South Carolina,Sumter County,Sumter,"Sumter, SC",Completer Apprentices,246.0,27.01,24.5
FY 2023,SC,South Carolina,Lexington County,Lexington,"Lexington, SC",Completer Apprentices,208.0,17.76,15
FY 2023,SC,South Carolina,Charleston County,Charleston,"Charleston, SC",Completer Apprentices,202.0,19.48,15.98
FY 2023,SC,South Carolina,Anderson County,Anderson,"Anderson, SC",Completer Apprentices,174.0,18.61,18
FY 2023,SC,South Carolina,Spartanburg County,Spartanburg,"Spartanburg, SC",Completer Apprentices,127.0,17.7,15
FY 2023,SC,South Carolina,York County,York,"York, SC",Completer Apprentices,126.0,34.0,40
FY 2023,SC,South Carolina,Aiken County,Aiken,"Aiken, SC",Completer Apprentices,100.0,26.77,26.01
FY 2023,SC,South Carolina,Pickens County,Pickens,"Pickens, SC",Completer Apprentices,93.0,13.31,13
FY 2023,SC,South Carolina,Abbeville County,Abbeville,"Abbeville, SC",Completer Apprentices,85.0,20.49,19.75
FY 2023,SC,South Carolina,Oconee County,Oconee,"Oconee, SC",Completer Apprentices,83.0,20.27,19.5
FY 2023,SC,South Carolina,Horry County,Horry,"Horry, SC",Completer Apprentices,78.0,18.06,16
FY 2023,SC,South Carolina,Williamsburg County,Williamsburg,"Williamsburg, SC",Completer Apprentices,72.0,27.86,30
FY 2023,SC,South Carolina,Greenwood County,Greenwood,"Greenwood, SC",Completer Apprentices,59.0,22.28,21
FY 2023,SC,South Carolina,Florence County,Florence,"Florence, SC",Completer Apprentices,47.0,21.74,24.41
FY 2023,SC,South Carolina,Berkeley County,Berkeley,"Berkeley, SC",Completer Apprentices,47.0,23.02,20
FY 2023,SC,South Carolina,Lee County,Lee,"Lee, SC",Completer Apprentices,42.0,25.0,25
FY 2023,SC,South Carolina,Kershaw County,Kershaw,"Kershaw, SC",Completer Apprentices,35.0,15.5,13
FY 2023,SC,South Carolina,Marlboro County,Marlboro,"Marlboro, SC",Completer Apprentices,23.0,37.08,36.13
FY 2023,SC,South Carolina,Chesterfield County,Chesterfield,"Chesterfield, SC",Completer Apprentices,12.0,23.0,21.4
FY 2023,SC,South Carolina,Dorchester County,Dorchester,"Dorchester, SC",Completer Apprentices,11.0,21.08,19.85
FY 2023,SC,South Carolina,Laurens County,Laurens,"Laurens, SC",Completer Apprentices,0.0,28.82,31.15
FY 2023,SC,South Carolina,Darlington County,Darlington,"Darlington, SC",Completer Apprentices,0.0,20.22,20
FY 2023,SC,South Carolina,Orangeburg County,Orangeburg,"Orangeburg, SC",Completer Apprentices,0.0,16.49,16.83
FY 2023,SC,South Carolina,Lancaster County,Lancaster,"Lancaster, SC",Completer Apprentices,0.0,11.44,12
FY 2023,SC,South Carolina,McCormick County,McCormick,"McCormick, SC",Completer Apprentices,0.0,26.78,26.78
FY 2023,SC,South Carolina,Hampton County,Hampton,"Hampton, SC",Completer Apprentices,0.0,,0.4
FY 2023,SC,South Carolina,Georgetown County,Georgetown,"Georgetown, SC",Completer Apprentices,0.0,17.24,14.5
FY 2023,SC,South Carolina,Barnwell County,Barnwell,"Barnwell, SC",Completer Apprentices,0.0,11.0,11
FY 2023,SC,South Carolina,Beaufort County,Beaufort,"Beaufort, SC",Completer Apprentices,0.0,20.43,20.55
FY 2023,SC,South Carolina,Union County,Union,"Union, SC",Completer Apprentices,0.0,18.45,20
FY 2023,SC,South Carolina,Cherokee County,Cherokee,"Cherokee, SC",Completer Apprentices,0.0,20.63,20.75
FY 2023,SC,South Carolina,Edgefield County,Edgefield,"Edgefield, SC",Completer Apprentices,0.0,9.5,5.86
FY 2023,SC,South Carolina,Clarendon County,Clarendon,"Clarendon, SC",Completer Apprentices,0.0,10.0,0.03
FY 2023,SC,South Carolina,Chester County,Chester,"Chester, SC",Completer Apprentices,0.0,15.69,15.69
FY 2023,SC,South Carolina,Marion County,Marion,"Marion, SC",Completer Apprentices,0.0,18.15,18.15
FY 2023,SC,South Carolina,Bamberg County,Bamberg,"Bamberg, SC",Completer Apprentices,0.0,14.01,14.01
FY 2024,SC,South Carolina,Richland County,Richland,"Richland, SC",Completer Apprentices,454.0,19.56,15.5
FY 2024,SC,South Carolina,Aiken County,Aiken,"Aiken, SC",Completer Apprentices,222.0,28.35,30.14
FY 2024,SC,South Carolina,Charleston County,Charleston,"Charleston, SC",Completer Apprentices,190.0,21.36,16
FY 2024,SC,South Carolina,Greenville County,Greenville,"Greenville, SC",Completer Apprentices,184.0,23.64,24.28
FY 2024,SC,South Carolina,Lexington County,Lexington,"Lexington, SC",Completer Apprentices,97.0,16.92,17.06
FY 2024,SC,South Carolina,York County,York,"York, SC",Completer Apprentices,65.0,31.35,37.44
FY 2024,SC,South Carolina,Florence County,Florence,"Florence, SC",Completer Apprentices,62.0,19.9,16.32
FY 2024,SC,South Carolina,Pickens County,Pickens,"Pickens, SC",Completer Apprentices,56.0,16.98,13
FY 2024,SC,South Carolina,Horry County,Horry,"Horry, SC",Completer Apprentices,36.0,14.8,16.85
FY 2024,SC,South Carolina,Anderson County,Anderson,"Anderson, SC",Completer Apprentices,34.0,18.99,18
FY 2024,SC,South Carolina,Spartanburg County,Spartanburg,"Spartanburg, SC",Completer Apprentices,29.0,23.59,22.25
FY 2024,SC,South Carolina,Orangeburg County,Orangeburg,"Orangeburg, SC",Completer Apprentices,26.0,17.3,16.83
FY 2024,SC,South Carolina,Sumter County,Sumter,"Sumter, SC",Completer Apprentices,25.0,31.45,30
FY 2024,SC,South Carolina,Williamsburg County,Williamsburg,"Williamsburg, SC",Completer Apprentices,19.0,15.47,13
FY 2024,SC,South Carolina,Barnwell County,Barnwell,"Barnwell, SC",Completer Apprentices,19.0,15.43,18
FY 2024,SC,South Carolina,Dorchester County,Dorchester,"Dorchester, SC",Completer Apprentices,16.0,28.31,26.63
FY 2024,SC,South Carolina,Abbeville County,Abbeville,"Abbeville, SC",Completer Apprentices,16.0,21.51,22.5
FY 2024,SC,South Carolina,Georgetown County,Georgetown,"Georgetown, SC",Completer Apprentices,15.0,27.16,32.55
